"","country","year","gdpPerCapita","lifeExpectancy","continent"
"2817","Bahamas","2017",27100,73.7,"North America"
"2818","Bahrain","2017",22100,79.5,"Asia"
"2819","Bangladesh","2017",1130,73.1,"Asia"
"2820","Barbados","2017",16300,77.1,"North America"
"2821","Belarus","2017",6380,74,"Europe"
"2822","Belgium","2017",46600,81.4,"Europe"
"2823","Belize","2017",4210,74.2,"North America"
"2824","Benin","2017",1170,64.6,"Africa"
"2825","Bhutan","2017",3070,74,"Asia"
"2826","Bolivia","2017",2490,72.8,"South America"
"2827","Bosnia and Herzegovina","2017",5770,76.7,"Europe"
"2828","Botswana","2017",7860,69.1,"Africa"
"2829","Brazil","2017",11000,75.5,"South America"
"2830","Brunei","2017",31800,75.3,"Asia"
"2831","Bulgaria","2017",8350,74.9,"Europe"
"2832","Burundi","2017",214,61.5,"Africa"
"2833","Cambodia","2017",1140,69.9,"Asia"
"2834","Cameroon","2017",1480,63,"Africa"
"2835","Canada","2017",51200,82,"North America"
"2836","Cape Verde","2017",3620,75.8,"Africa"
"2837","Central African Republic","2017",371,51.9,"Africa"
"2838","Chad","2017",818,60,"Africa"
"2839","Chile","2017",14700,79.7,"South America"
"2840","China","2017",7350,77.1,"Asia"
"2841","Colombia","2017",7620,80.1,"South America"
"2842","Comoros","2017",1390,68.6,"Africa"
"2843","Costa Rica","2017",9780,79.5,"North America"
"2844","Croatia","2017",15400,78.5,"Europe"
"2845","Cuba","2017",6670,78.4,"North America"
"2846","Cyprus","2017",30700,81.7,"Europe"
"2847","Denmark","2017",62700,80.8,"Europe"
"2848","Djibouti","2017",NA,67.3,"Africa"
"2849","Dominica","2017",6560,72.8,"North America"
"2850","Dominican Republic","2017",7270,73.1,"North America"
"2851","Ecuador","2017",5210,76.7,"South America"
"2852","Egypt","2017",2820,70.6,"Africa"
"2853","El Salvador","2017",3440,74,"North America"
"2854","Equatorial Guinea","2017",11200,65.5,"Africa"
"2855","Eritrea","2017",NA,62.7,"Africa"
"2856","Estonia","2017",19100,78.1,"Europe"
"2857","Ethiopia","2017",548,68.4,"Africa"
"2858","Fiji","2017",4660,68.1,"Oceania"
"2859","Finland","2017",48100,81.4,"Europe"
"2860","France","2017",43000,82.8,"Europe"
"2861","Gabon","2017",9210,68.4,"Africa"
"2862","Gambia","2017",760,65.8,"Africa"
"2863","Georgia","2017",4510,72.8,"Europe"
"2864","Germany","2017",46900,80.6,"Europe"
"2865","Ghana","2017",1740,65.5,"Africa"
"2866","Greece","2017",23100,81,"Europe"
"2867","Grenada","2017",8780,74.1,"North America"
"2868","Guatemala","2017",3290,72.6,"North America"
"2869","Guinea","2017",869,60.7,"Africa"
"2870","Guinea-Bissau","2017",614,60,"Africa"
"2871","Guyana","2017",3850,69.2,"South America"
"2872","Haiti","2017",729,65,"North America"
"2873","Honduras","2017",2180,74,"North America"
"2874","Hungary","2017",15800,76.8,"Europe"
"2875","Iceland","2017",51000,82.8,"Europe"
"2876","India","2017",1990,69,"Asia"
"2877","Indonesia","2017",4120,71.5,"Asia"
"2878","Iran","2017",6950,77.3,"Asia"
"2879","Iraq","2017",5640,76.7,"Asia"
"2880","Ireland","2017",71800,81.8,"Europe"
"2881","Israel","2017",34200,83,"Asia"
"2882","Italy","2017",35100,83.2,"Europe"
"2883","Jamaica","2017",4790,74.7,"North America"
"2884","Japan","2017",48500,84.2,"Asia"
"2885","Jordan","2017",3260,79.3,"Asia"
"2886","Kazakhstan","2017",10900,72,"Asia"
"2887","Kenya","2017",1160,65.9,"Africa"
"2888","Kiribati","2017",1760,62.4,"Oceania"
"2889","Kuwait","2017",33400,83.1,"Asia"
"2890","Latvia","2017",15400,75.2,"Europe"
"2891","Lebanon","2017",6370,78,"Asia"
"2892","Lesotho","2017",1390,54.7,"Africa"
"2893","Liberia","2017",548,64.4,"Africa"
"2894","Libya","2017",7090,73,"Africa"
"2895","Lithuania","2017",16900,75,"Europe"
"2896","Luxembourg","2017",109000,81.7,"Europe"
"2897","Madagascar","2017",481,63.5,"Africa"
"2898","Malawi","2017",513,63.2,"Africa"
"2899","Malaysia","2017",11700,74.7,"Asia"
"2900","Maldives","2017",7810,81.5,"Asia"
"2901","Mali","2017",766,62,"Africa"
"2902","Malta","2017",27800,81,"Europe"
"2903","Marshall Islands","2017",2980,64.5,"Oceania"
"2904","Mauritania","2017",1720,70.5,"Africa"
"2905","Mauritius","2017",10200,74.8,"Africa"
"2906","Mexico","2017",10300,75.5,"North America"
"2907","Moldova","2017",3320,72.9,"Europe"
"2908","Mongolia","2017",4000,68.9,"Asia"
"2909","Montenegro","2017",7850,76.5,"Europe"
"2910","Morocco","2017",3310,74,"Africa"
"2911","Mozambique","2017",589,58.4,"Africa"
"2912","Namibia","2017",6010,66.5,"Africa"
"2913","Nepal","2017",779,70.9,"Asia"
"2914","Netherlands","2017",53900,81.5,"Europe"
"2915","New Zealand","2017",37700,81.6,"Oceania"
"2916","Nicaragua","2017",1960,78.8,"North America"
"2917","Niger","2017",532,62.4,"Africa"
"2918","Nigeria","2017",2410,64.3,"Africa"
"2919","Norway","2017",91500,82.3,"Europe"
"2920","Oman","2017",15600,77.1,"Asia"
"2921","Pakistan","2017",1160,66.8,"Asia"
"2922","Panama","2017",11500,79.3,"North America"
"2923","Papua New Guinea","2017",2490,58.5,"Oceania"
"2924","Paraguay","2017",5270,76.1,"South America"
"2925","Peru","2017",6310,80.3,"South America"
"2926","Philippines","2017",3040,69.7,"Asia"
"2927","Poland","2017",15800,78,"Europe"
"2928","Portugal","2017",23400,81.4,"Europe"
"2929","Qatar","2017",63600,80.2,"Asia"
"2930","Romania","2017",11000,75.2,"Europe"
"2931","Rwanda","2017",803,68.5,"Africa"
"2932","Samoa","2017",3850,72.9,"Oceania"
"2933","Sao Tome and Principe","2017",1290,66.9,"Africa"
"2934","Saudi Arabia","2017",20700,76.9,"Asia"
"2935","Senegal","2017",1500,68,"Africa"
"2936","Serbia","2017",6560,75.7,"Europe"
"2937","Seychelles","2017",14000,73.6,"Africa"
"2938","Sierra Leone","2017",467,60.4,"Africa"
"2939","Singapore","2017",57400,84.8,"Asia"
"2940","Slovenia","2017",25700,81.1,"Europe"
"2941","Solomon Islands","2017",1470,68.5,"Oceania"
"2942","South Africa","2017",7480,66.3,"Africa"
"2943","South Sudan","2017",NA,59.3,"Africa"
"2944","Spain","2017",32300,83.1,"Europe"
"2945","Sri Lanka","2017",3860,77.5,"Asia"
"2946","Sudan","2017",1900,70.3,"Africa"
"2947","Suriname","2017",7970,72,"South America"
"2948","Sweden","2017",57500,82.5,"Europe"
"2949","Switzerland","2017",77700,84,"Europe"
"2950","Tajikistan","2017",1020,70.3,"Asia"
"2951","Tanzania","2017",937,66.7,"Africa"
"2952","Thailand","2017",6140,78.1,"Asia"
"2953","Togo","2017",661,64.4,"Africa"
"2954","Tonga","2017",4090,71.8,"Oceania"
"2955","Trinidad and Tobago","2017",15300,74.2,"North America"
"2956","Tunisia","2017",4340,78.3,"Africa"
"2957","Turkey","2017",14900,78.9,"Asia"
"2958","Turkmenistan","2017",7320,70.1,"Asia"
"2959","Uganda","2017",910,65.7,"Africa"
"2960","Ukraine","2017",2990,70.5,"Europe"
"2961","United Arab Emirates","2017",41500,73.3,"Asia"
"2962","United Kingdom","2017",43000,81,"Europe"
"2963","Uruguay","2017",14400,77,"South America"
"2964","Uzbekistan","2017",2290,70.3,"Asia"
"2965","Vanuatu","2017",2850,64.7,"Oceania"
"2966","Venezuela","2017",NA,75.3,"South America"
"2967","Vietnam","2017",1850,74.5,"Asia"
"2968","Yemen","2017",643,68.1,"Asia"
"2969","Zambia","2017",1660,63.2,"Africa"
"2970","Zimbabwe","2017",1260,61.4,"Africa"
"2971","Afghanistan","2018",568,63.7,"Asia"
"2972","Albania","2018",5070,78.3,"Europe"
"2973","Algeria","2018",4760,77.9,"Africa"
"2974","Andorra","2018",45100,NA,"Europe"
"2975","Angola","2018",3230,64.6,"Africa"
"2976","Antigua and Barbuda","2018",15100,77.2,"North America"
"2977","Argentina","2018",10000,76.8,"South America"
"2978","Armenia","2018",4410,75.8,"Europe"
"2979","Australia","2018",56900,82.5,"Oceania"
"2980","Austria","2018",50100,81.9,"Europe"
"2981","Azerbaijan","2018",5800,70.9,"Europe"
"2982","Bahamas","2018",27300,73.9,"North America"
"2983","Bahrain","2018",21500,79.6,"Asia"
"2984","Bangladesh","2018",1200,73.4,"Asia"
"2985","Barbados","2018",16100,77.2,"North America"
"2986","Belarus","2018",6590,74.3,"Europe"
"2987","Belgium","2018",47100,81.5,"Europe"
"2988","Belize","2018",4220,74.3,"North America"
"2989","Benin","2018",1210,64.9,"Africa"
"2990","Bhutan","2018",3130,74.4,"Asia"
"2991","Bolivia","2018",2560,73.1,"South America"
"2992","Bosnia and Herzegovina","2018",6040,76.9,"Europe"
"2993","Botswana","2018",8030,69.5,"Africa"
"2994","Brazil","2018",11100,75.7,"South America"
"2995","Brunei","2018",31400,75.5,"Asia"
"2996","Bulgaria","2018",8670,75,"Europe"
"2997","Burundi","2018",211,61.9,"Africa"
"2998","Cambodia","2018",1200,70.2,"Asia"
"2999","Cameroon","2018",1500,63.4,"Africa"
"3000","Canada","2018",51500,82.1,"North America"
"3001","Cape Verde","2018",3740,76,"Africa"
"3002","Central African Republic","2018",379,52.4,"Africa"
"3003","Chad","2018",812,60.3,"Africa"
"3004","Chile","2018",15100,79.8,"South America"
"3005","China","2018",7810,77.3,"Asia"
"3006","Colombia","2018",7700,80.3,"South America"
"3007","Comoros","2018",1400,68.8,"Africa"
"3008","Costa Rica","2018",9940,79.7,"North America"
"3009","Croatia","2018",15900,78.7,"Europe"
"3010","Cuba","2018",6820,78.5,"North America"
"3011","Cyprus","2018",31500,81.9,"Europe"
"3012","Denmark","2018",63900,80.9,"Europe"
"3013","Djibouti","2018",NA,68.1,"Africa"
"3014","Dominica","2018",6690,NA,"North America"
"3015","Dominican Republic","2018",7700,73.3,"North America"
"3016","Ecuador","2018",5180,77,"South America"
"3017","Egypt","2018",2910,70.8,"Africa"
"3018","El Salvador","2018",3510,74.2,"North America"
"3019","Equatorial Guinea","2018",10100,65.9,"Africa"
"3020","Eritrea","2018",NA,63.1,"Africa"
"3021","Estonia","2018",19900,78.3,"Europe"
"3022","Ethiopia","2018",571,68.8,"Africa"
"3023","Fiji","2018",4800,68.2,"Oceania"
"3024","Finland","2018",48800,81.6,"Europe"
"3025","France","2018",43700,83,"Europe"
"3026","Gabon","2018",9050,68.8,"Africa"
"3027","Gambia","2018",786,66.1,"Africa"
"3028","Georgia","2018",4730,73,"Europe"
"3029","Germany","2018",47500,80.8,"Europe"
"3030","Ghana","2018",1810,65.8,"Africa"
"3031","Greece","2018",23500,81.2,"Europe"
"3032","Grenada","2018",9090,74.1,"North America"
"3033","Guatemala","2018",3340,72.9,"North America"
"3034","Guinea","2018",897,61.2,"Africa"
"3035","Guinea-Bissau","2018",622,60.3,"Africa"
"3036","Guyana","2018",3990,69.4,"South America"
"3037","Haiti","2018",730,65.3,"North America"
"3038","Honduras","2018",2220,74.2,"North America"
"3039","Hungary","2018",16600,77,"Europe"
"3040","Iceland","2018",51600,82.9,"Europe"
"3041","India","2018",2090,69.2,"Asia"
"3042","Indonesia","2018",4280,71.7,"Asia"
"3043","Iran","2018",NA,77.6,"Asia"
"3044","Iraq","2018",5480,76.9,"Asia"
"3045","Ireland","2018",76700,82.1,"Europe"
"3046","Israel","2018",34700,83.1,"Asia"
"3047","Italy","2018",35400,83.3,"Europe"
"3048","Jamaica","2018",4860,74.8,"North America"
"3049","Japan","2018",48800,84.4,"Asia"
"3050","Jordan","2018",3270,79.5,"Asia"
"3051","Kazakhstan","2018",11200,72.5,"Asia"
"3052","Kenya","2018",1200,66.3,"Africa"
"3053","Kiribati","2018",1780,62.7,"Oceania"
"3054","Kuwait","2018",33100,83.2,"Asia"
"3055","Latvia","2018",16200,75.3,"Europe"
"3056","Lebanon","2018",6210,78,"Asia"
"3057","Lesotho","2018",1370,55.5,"Africa"
"3058","Liberia","2018",541,64.8,"Africa"
"3059","Libya","2018",8040,73.2,"Africa"
"3060","Lithuania","2018",17600,75.3,"Europe"
"3061","Luxembourg","2018",111000,81.8,"Europe"
"3062","Madagascar","2018",490,63.9,"Africa"
"3063","Malawi","2018",515,63.7,"Africa"
"3064","Malaysia","2018",12100,74.9,"Asia"
"3065","Maldives","2018",8030,81.8,"Asia"
"3066","Mali","2018",778,62.4,"Africa"
"3067","Malta","2018",28800,81.1,"Europe"
"3068","Marshall Islands","2018",3070,NA,"Oceania"
"3069","Mauritania","2018",1700,70.8,"Africa"
"3070","Mauritius","2018",10600,74.9,"Africa"
"3071","Mexico","2018",10400,75.6,"North America"
"3072","Moldova","2018",3530,73,"Europe"
"3073","Mongolia","2018",4210,69.1,"Asia"
"3074","Montenegro","2018",8250,76.6,"Europe"
"3075","Morocco","2018",3360,74.2,"Africa"
"3076","Mozambique","2018",591,59.2,"Africa"
"3077","Namibia","2018",5940,66.9,"Africa"
"3078","Nepal","2018",818,71.2,"Asia"
"3079","Netherlands","2018",55000,81.7,"Europe"
"3080","New Zealand","2018",38800,81.8,"Oceania"
"3081","Nicaragua","2018",1860,79,"North America"
"3082","Niger","2018",548,62.8,"Africa"
"3083","Nigeria","2018",2400,64.8,"Africa"
"3084","Norway","2018",92100,82.5,"Europe"
"3085","Oman","2018",15400,77.3,"Asia"
"3086","Pakistan","2018",1200,67,"Asia"
"3087","Panama","2018",11800,79.5,"North America"
"3088","Papua New Guinea","2018",2420,58.7,"Oceania"
"3089","Paraguay","2018",5380,76.3,"South America"
"3090","Peru","2018",6450,80.6,"South America"
"3091","Philippines","2018",3190,69.9,"Asia"
"3092","Poland","2018",16700,78.2,"Europe"
"3093","Portugal","2018",24000,81.7,"Europe"
"3094","Qatar","2018",63300,80.3,"Asia"
"3095","Romania","2018",11600,75.3,"Europe"
"3096","Rwanda","2018",849,68.8,"Africa"
"3097","Samoa","2018",3750,73,"Oceania"
"3098","Sao Tome and Principe","2018",1300,67.1,"Africa"
"3099","Saudi Arabia","2018",20800,77,"Asia"
"3100","Senegal","2018",1550,68.3,"Africa"
"3101","Serbia","2018",6890,75.9,"Europe"
"3102","Seychelles","2018",14400,73.7,"Africa"
"3103","Sierra Leone","2018",473,60.9,"Africa"
"3104","Singapore","2018",59100,85,"Asia"
"3105","Slovenia","2018",26700,81.3,"Europe"
"3106","Solomon Islands","2018",1480,68.7,"Oceania"
"3107","South Africa","2018",7430,66.6,"Africa"
"3108","South Sudan","2018",NA,59.5,"Africa"
"3109","Spain","2018",32900,83.2,"Europe"
"3110","Sri Lanka","2018",3950,77.6,"Asia"
"3111","Sudan","2018",1810,70.5,"Africa"
"3112","Suriname","2018",8100,72.2,"South America"
"3113","Sweden","2018",57900,82.6,"Europe"
"3114","Switzerland","2018",79200,84.1,"Europe"
"3115","Tajikistan","2018",1070,70.5,"Asia"
"3116","Tanzania","2018",959,67.3,"Africa"
"3117","Thailand","2018",6370,78.4,"Asia"
"3118","Togo","2018",677,64.7,"Africa"
"3119","Tonga","2018",4050,71.9,"Oceania"
"3120","Trinidad and Tobago","2018",15200,74.4,"North America"
"3121","Tunisia","2018",4410,78.5,"Africa"
"3122","Turkey","2018",15100,79.2,"Asia"
"3123","Turkmenistan","2018",7650,70.2,"Asia"
"3124","Uganda","2018",931,66.2,"Africa"
"3125","Ukraine","2018",3110,70.7,"Europe"
"3126","United Arab Emirates","2018",41300,73.5,"Asia"
"3127","United Kingdom","2018",43300,81,"Europe"
"3128","Uruguay","2018",14600,77.2,"South America"
"3129","Uzbekistan","2018",2370,70.5,"Asia"
"3130","Vanuatu","2018",2860,64.9,"Oceania"
"3131","Venezuela","2018",NA,75.2,"South America"
"3132","Vietnam","2018",1960,74.6,"Asia"
"3133","Yemen","2018",633,68.1,"Asia"
"3134","Zambia","2018",1680,63.7,"Africa"
"3135","Zimbabwe","2018",1310,61.7,"Africa"
"3136","Afghanistan","2019",571,64.1,"Asia"
"3137","Albania","2019",5210,78.5,"Europe"
"3138","Algeria","2019",4710,78.1,"Africa"
"3139","Andorra","2019",45900,NA,"Europe"
"3140","Angola","2019",3100,65,"Africa"
"3141","Antigua and Barbuda","2019",15700,77.3,"North America"
"3142","Argentina","2019",9730,77,"South America"
"3143","Armenia","2019",4730,75.9,"Europe"
"3144","Australia","2019",57100,82.7,"Oceania"
"3145","Austria","2019",50700,82,"Europe"
"3146","Azerbaijan","2019",5880,71.1,"Europe"
"3147","Bahamas","2019",27500,74.1,"North America"
"3148","Bahrain","2019",20900,79.8,"Asia"
"3149","Bangladesh","2019",1290,73.7,"Asia"
"3150","Barbados","2019",16100,77.3,"North America"
"3151","Belarus","2019",6680,74.5,"Europe"
"3152","Belgium","2019",47500,81.7,"Europe"
"3153","Belize","2019",4150,74.4,"North America"
"3154","Benin","2019",1260,65.3,"Africa"
"3155","Bhutan","2019",NA,74.7,"Asia"
"3156","Bolivia","2019",2580,73.3,"South America"
"3157","Bosnia and Herzegovina","2019",6240,77,"Europe"
"3158","Botswana","2019",8090,69.8,"Africa"
"3159","Brazil","2019",11100,75.9,"South America"
"3160","Brunei","2019",32300,75.6,"Asia"
"3161","Bulgaria","2019",9030,75.1,"Europe"
"3162","Burundi","2019",208,62.3,"Africa"
"3163","Cambodia","2019",1270,70.4,"Asia"
"3164","Cameroon","2019",1520,63.8,"Africa"
"3165","Canada","2019",51600,82.2,"North America"
"3166","Cape Verde","2019",3910,76.2,"Africa"
"3167","Central African Republic","2019",384,52.9,"Africa"
"3168","Chad","2019",814,60.6,"Africa"
"3169","Chile","2019",15100,80,"South America"
"3170","China","2019",8250,77.5,"Asia"
"3171","Colombia","2019",7840,80.5,"South America"
"3172","Comoros","2019",1410,69.1,"Africa"
"3173","Costa Rica","2019",10000,79.8,"North America"
"3174","Croatia","2019",16500,78.8,"Europe"
"3175","Cuba","2019",NA,78.5,"North America"
"3176","Cyprus","2019",32100,82,"Europe"
"3177","Denmark","2019",65100,81,"Europe"
"3178","Djibouti","2019",NA,68.6,"Africa"
"3179","Dominica","2019",7060,NA,"North America"
"3180","Dominican Republic","2019",8010,73.5,"North America"
"3181","Ecuador","2019",5100,77.2,"South America"
"3182","Egypt","2019",3010,71,"Africa"
"3183","El Salvador","2019",3570,74.5,"North America"
"3184","Equatorial Guinea","2019",9240,66.3,"Africa"
"3185","Eritrea","2019",NA,63.4,"Africa"
"3186","Estonia","2019",20700,78.5,"Europe"
"3187","Ethiopia","2019",602,69.1,"Africa"
"3188","Fiji","2019",4810,68.3,"Oceania"
"3189","Finland","2019",49200,81.8,"Europe"
"3190","France","2019",44300,83.1,"Europe"
"3191","Gabon","2019",9130,69,"Africa"
"3192","Gambia","2019",809,66.4,"Africa"
"3193","Georgia","2019",4990,73.2,"Europe"
"3194","Germany","2019",47600,80.9,"Europe"
"3195","Ghana","2019",1880,66.1,"Africa"
"3196","Greece","2019",24000,81.3,"Europe"
"3197","Grenada","2019",9330,74.1,"North America"
"3198","Guatemala","2019",3410,73.1,"North America"
"3199","Guinea","2019",921,61.6,"Africa"
"3200","Guinea-Bissau","2019",635,60.7,"Africa"
"3201","Guyana","2019",4160,69.5,"South America"
"3202","Haiti","2019",714,65.7,"North America"
"3203","Honduras","2019",2240,74.3,"North America"
"3204","Hungary","2019",17500,77.2,"Europe"
"3205","Iceland","2019",51300,83,"Europe"
"3206","India","2019",2170,69.5,"Asia"
"3207","Indonesia","2019",4450,71.9,"Asia"
"3208","Iran","2019",NA,77.8,"Asia"
"3209","Iraq","2019",5590,77.1,"Asia"
"3210","Ireland","2019",79700,82.3,"Europe"
"3211","Israel","2019",35300,83.3,"Asia"
"3212","Italy","2019",35600,83.5,"Europe"
"3213","Jamaica","2019",4870,74.9,"North America"
"3214","Japan","2019",49200,84.5,"Asia"
"3215","Jordan","2019",3280,79.6,"Asia"
"3216","Kazakhstan","2019",11500,72.8,"Asia"
"3217","Kenya","2019",1240,66.7,"Africa"
"3218","Kiribati","2019",1790,62.9,"Oceania"
"3219","Kuwait","2019",32700,83.3,"Asia"
"3220","Latvia","2019",16700,75.4,"Europe"
"3221","Lebanon","2019",5860,78.1,"Asia"
"3222","Lesotho","2019",1380,56.1,"Africa"
"3223","Liberia","2019",516,65.2,"Africa"
"3224","Libya","2019",8120,73.3,"Africa"
"3225","Lithuania","2019",18400,75.4,"Europe"
"3226","Luxembourg","2019",111000,82,"Europe"
"3227","Madagascar","2019",500,64.2,"Africa"
"3228","Malawi","2019",524,64.2,"Africa"
"3229","Malaysia","2019",12500,75,"Asia"
"3230","Maldives","2019",8210,82.1,"Asia"
"3231","Mali","2019",793,62.9,"Africa"
"3232","Malta","2019",28900,81.3,"Europe"
"3233","Marshall Islands","2019",NA,NA,"Oceania"
"3234","Mauritania","2019",1760,71,"Africa"
"3235","Mauritius","2019",10900,75,"Africa"
"3236","Mexico","2019",10300,75.6,"North America"
"3237","Moldova","2019",3720,73.1,"Europe"
"3238","Mongolia","2019",4350,69.3,"Asia"
"3239","Montenegro","2019",8550,76.7,"Europe"
"3240","Morocco","2019",3400,74.4,"Africa"
"3241","Mozambique","2019",587,59.9,"Africa"
"3242","Namibia","2019",5770,67.2,"Africa"
"3243","Nepal","2019",859,71.5,"Asia"
"3244","Netherlands","2019",55700,81.8,"Europe"
"3245","New Zealand","2019",39000,81.9,"Oceania"
"3246","Nicaragua","2019",1760,79.2,"North America"
"3247","Niger","2019",558,63.2,"Africa"
"3248","Nigeria","2019",2390,65.2,"Africa"
"3249","Norway","2019",92600,82.6,"Europe"
"3250","Oman","2019",15000,77.6,"Asia"
"3251","Pakistan","2019",1190,67.2,"Asia"
"3252","Panama","2019",11900,79.7,"North America"
"3253","Papua New Guinea","2019",2510,58.9,"Oceania"
"3254","Paraguay","2019",5310,76.4,"South America"
"3255","Peru","2019",6490,80.8,"South America"
"3256","Philippines","2019",3340,70,"Asia"
"3257","Poland","2019",17400,78.4,"Europe"
"3258","Portugal","2019",24600,81.8,"Europe"
"3259","Qatar","2019",62000,80.5,"Asia"
"3260","Romania","2019",12100,75.4,"Europe"
"3261","Rwanda","2019",905,69.1,"Africa"
"3262","Samoa","2019",3860,73.2,"Oceania"
"3263","Sao Tome and Principe","2019",1300,67.3,"Africa"
"3264","Saudi Arabia","2019",20500,77.1,"Asia"
"3265","Senegal","2019",1580,68.6,"Africa"
"3266","Serbia","2019",7210,76,"Europe"
"3267","Seychelles","2019",15000,73.8,"Africa"
"3268","Sierra Leone","2019",488,61.3,"Africa"
"3269","Singapore","2019",58800,85.1,"Asia"
"3270","Slovenia","2019",27200,81.4,"Europe"
"3271","Solomon Islands","2019",1480,68.9,"Oceania"
"3272","South Africa","2019",7350,66.9,"Africa"
"3273","South Sudan","2019",NA,59.7,"Africa"
"3274","Spain","2019",33300,83.3,"Europe"
"3275","Sri Lanka","2019",4010,77.8,"Asia"
"3276","Sudan","2019",1720,70.8,"Africa"
"3277","Suriname","2019",7970,72.3,"South America"
"3278","Sweden","2019",58000,82.8,"Europe"
"3279","Switzerland","2019",79400,84.3,"Europe"
"3280","Tajikistan","2019",1120,70.8,"Asia"
"3281","Tanzania","2019",985,67.7,"Africa"
"3282","Thailand","2019",6500,78.6,"Asia"
"3283","Togo","2019",696,65,"Africa"
"3284","Tonga","2019",NA,72,"Oceania"
"3285","Trinidad and Tobago","2019",15100,74.5,"North America"
"3286","Tunisia","2019",4410,78.7,"Africa"
"3287","Turkey","2019",15000,79.5,"Asia"
"3288","Turkmenistan","2019",NA,70.3,"Asia"
"3289","Uganda","2019",957,66.6,"Africa"
"3290","Ukraine","2019",3220,70.8,"Europe"
"3291","United Arab Emirates","2019",41400,73.6,"Asia"
"3292","United Kingdom","2019",43700,81.1,"Europe"
"3293","Uruguay","2019",14600,77.3,"South America"
"3294","Uzbekistan","2019",2460,70.7,"Asia"
"3295","Vanuatu","2019",2870,65,"Oceania"
"3296","Venezuela","2019",NA,75.1,"South America"
"3297","Vietnam","2019",2080,74.7,"Asia"
"3298","Yemen","2019",NA,68.1,"Asia"
"3299","Zambia","2019",1660,64,"Africa"
"3300","Zimbabwe","2019",1180,62,"Africa"
